date_delivered_year,date_sort_year,author_group,citation_title,affiliation_country,affiliation_city,affiliation_organization,corresponding_author_given_name,corresponding_author_surname,corresponding_author_indexed_name,citation_language,source_country,source_publication_year,source_publisher_name,classificationgroup,dbcollection,ref_count,reference,affiliation,coverDate,aggregationType,author,publicationName,citedby_count,title,publisher,subject_area,abstract_language
2024,2024,Unknown,Tripartite motif 22 interacts with protein phosphatase magnesium-dependent 1 A to aggravate radiation-induced epithelial-mesenchymal transition and fibrogenesis in lung epithelial cells,China,Hangzhou,Zhejiang Chinese Medical University,Unknown,Unknown,Lu J.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Zhejiang Chinese Medical University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",2025-03-01,Journal,Lu J.,Toxicology in Vitro,0,Tripartite motif 22 interacts with protein phosphatase magnesium-dependent 1 A to aggravate radiation-induced epithelial-mesenchymal transition and fibrogenesis in lung epithelial cells,Toxicology in Vitro,"[{'@_fa': 'true', '@code': '3005', '@abbrev': 'PHAR', '$': 'Toxicology'}]",Unknown
2024,2024,Unknown,Rhizosphere Cercozoa reflect the physiological response of wheat plants to salinity stress,China,Beijing,University of Chinese Academy of Sciences,Unknown,Unknown,Feng B.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-03-01,Journal,Feng B.,Soil Ecology Letters,0,Rhizosphere Cercozoa reflect the physiological response of wheat plants to salinity stress,Soil Ecology Letters,"[{'@_fa': 'true', '@code': '1105', '@abbrev': 'AGRI', '$': 'Ecology, Evolution, Behavior and Systematics'}, {'@_fa': 'true', '@code': '2303', '@abbrev': 'ENVI', '$': 'Ecology'}, {'@_fa': 'true', '@code': '1111', '@abbrev': 'AGRI', '$': 'Soil Science'}]",Unknown
2024,2024,Unknown,Biomaterial-based circular RNA therapeutic strategy for repairing intervertebral disc degeneration,China,Shanghai,Tongji University School of Medicine,Unknown,Unknown,Chang H.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tongji University School of Medicine', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",2025-03-01,Journal,Chang H.,Biomedical Technology,0,Biomaterial-based circular RNA therapeutic strategy for repairing intervertebral disc degeneration,Biomedical Technology,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Chitosan coated Yb-doped MnCo ferrite: Tailoring properties via gamma irradiation for contrast agents and sensors,Pakistan,Bahawalpur,The Islamia University of Bahawalpur,Unknown,Unknown,Rafiq T.,Unknown,Pakistan,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'The Islamia University of Bahawalpur', 'affiliation-city': 'Bahawalpur', 'affiliation-country': 'Pakistan'}]",2025-03-01,Journal,Rafiq T.,Radiation Physics and Chemistry,0,Chitosan coated Yb-doped MnCo ferrite: Tailoring properties via gamma irradiation for contrast agents and sensors,Radiation Physics and Chemistry,"[{'@_fa': 'true', '@code': '3108', '@abbrev': 'PHYS', '$': 'Radiation'}]",Unknown
2024,2024,Unknown,Design of intelligent Bayesian regularized deep cascaded NARX neurostructure for predictive analysis of FitzHugh-Nagumo bioelectrical model in neuronal cell membrane,Taiwan,Douliou,National Yunlin University of Science and Technology,Unknown,Unknown,Raja M.J.A.A.,Unknown,Taiwan,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'National Yunlin University of Science and Technology', 'affiliation-city': 'Douliou', 'affiliation-country': 'Taiwan'}]",2025-03-01,Journal,Raja M.J.A.A.,Biomedical Signal Processing and Control,0,Design of intelligent Bayesian regularized deep cascaded NARX neurostructure for predictive analysis of FitzHugh-Nagumo bioelectrical model in neuronal cell membrane,Biomedical Signal Processing and Control,"[{'@_fa': 'true', '@code': '2204', '@abbrev': 'ENGI', '$': 'Biomedical Engineering'}, {'@_fa': 'true', '@code': '2718', '@abbrev': 'MEDI', '$': 'Health Informatics'}, {'@_fa': 'true', '@code': '1711', '@abbrev': 'COMP', '$': 'Signal Processing'}]",Unknown
2024,2024,Unknown,Inhibition of ITGA2 suppresses cervical tumorigenesis and metastasis by targeting the AKT/mTOR signaling pathway,China,Taiyuan,Shanxi Medical University,Unknown,Unknown,Luo H.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Shanxi Medical University', 'affiliation-city': 'Taiyuan', 'affiliation-country': 'China'}]",2025-03-01,Journal,Luo H.,Genes and Diseases,0,Inhibition of ITGA2 suppresses cervical tumorigenesis and metastasis by targeting the AKT/mTOR signaling pathway,Genes and Diseases,"[{'@_fa': 'true', '@code': '1307', '@abbrev': 'BIOC', '$': 'Cell Biology'}, {'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}, {'@_fa': 'true', '@code': '2716', '@abbrev': 'MEDI', '$': 'Genetics (clinical)'}, {'@_fa': 'true', '@code': '1303', '@abbrev': 'BIOC', '$': 'Biochemistry'}]",Unknown
2024,2024,Unknown,Chronic psychological stress induces testicular oxidative stress affecting reproductive behavior in rats,China,Hangzhou,Zhejiang Sci-Tech University,Unknown,Unknown,Yang T.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Zhejiang Sci-Tech University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",2025-03-01,Journal,Yang T.,Reproductive Biology,0,Chronic psychological stress induces testicular oxidative stress affecting reproductive behavior in rats,Reproductive Biology,"[{'@_fa': 'true', '@code': '1309', '@abbrev': 'BIOC', '$': 'Developmental Biology'}, {'@_fa': 'true', '@code': '1310', '@abbrev': 'BIOC', '$': 'Endocrinology'}, {'@_fa': 'true', '@code': '1103', '@abbrev': 'AGRI', '$': 'Animal Science and Zoology'}]",Unknown
2024,2024,Unknown,"Changes in fatty acids, vitamins, cholesterol and amino acid profiles of ram semen by freeze-thawing process",Turkey,Elazig,Firat Üniversitesi,Unknown,Unknown,Güngör İ.H.,Unknown,Turkey,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Firat Üniversitesi', 'affiliation-city': 'Elazig', 'affiliation-country': 'Turkey'}]",2025-03-01,Journal,Güngör İ.H.,Reproductive Biology,0,"Changes in fatty acids, vitamins, cholesterol and amino acid profiles of ram semen by freeze-thawing process",Reproductive Biology,"[{'@_fa': 'true', '@code': '1309', '@abbrev': 'BIOC', '$': 'Developmental Biology'}, {'@_fa': 'true', '@code': '1310', '@abbrev': 'BIOC', '$': 'Endocrinology'}, {'@_fa': 'true', '@code': '1103', '@abbrev': 'AGRI', '$': 'Animal Science and Zoology'}]",Unknown
2024,2024,Unknown,Newly developed QCM-DNA biosensor for SNP detection in small DNA fragments: A wine authenticity case study,Portugal,Vila Real,University of Trás-os-Montes and Alto Douro,Unknown,Unknown,Barrias S.,Unknown,Portugal,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Trás-os-Montes and Alto Douro', 'affiliation-city': 'Vila Real', 'affiliation-country': 'Portugal'}, {'@_fa': 'true', 'affilname': 'Faculdade de Ciências da Universidade de Lisboa', 'affiliation-city': 'Lisbon', 'affiliation-country': 'Portugal'}]",2025-03-01,Journal,Barrias S.,Food Control,0,Newly developed QCM-DNA biosensor for SNP detection in small DNA fragments: A wine authenticity case study,Food Control,"[{'@_fa': 'true', '@code': '1305', '@abbrev': 'BIOC', '$': 'Biotechnology'}, {'@_fa': 'true', '@code': '1106', '@abbrev': 'AGRI', '$': 'Food Science'}]",Unknown
2024,2024,Unknown,SNORD3B-2 promotes endometrial carcinoma progression by 2′-O-methylation modification of PLK1 and regulating RAB17 alternative splice,China,Guangzhou,Guangzhou Medical University,Unknown,Unknown,Chen X.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Guangzhou Medical University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",2025-03-01,Journal,Chen X.,Genes and Diseases,0,SNORD3B-2 promotes endometrial carcinoma progression by 2′-O-methylation modification of PLK1 and regulating RAB17 alternative splice,Genes and Diseases,"[{'@_fa': 'true', '@code': '1307', '@abbrev': 'BIOC', '$': 'Cell Biology'}, {'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}, {'@_fa': 'true', '@code': '2716', '@abbrev': 'MEDI', '$': 'Genetics (clinical)'}, {'@_fa': 'true', '@code': '1303', '@abbrev': 'BIOC', '$': 'Biochemistry'}]",Unknown
2024,2024,Unknown,Engineering a halloysite nanotube-enhanced hydrogel 3D skin model for modulated inflammation and accelerated wound healing,China,Guangzhou,"The First Affiliated Hospital, Sun Yat-sen University",Unknown,Unknown,Xu R.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'The First Affiliated Hospital, Sun Yat-sen University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",2025-03-01,Journal,Xu R.,Bioactive Materials,0,Engineering a halloysite nanotube-enhanced hydrogel 3D skin model for modulated inflammation and accelerated wound healing,Bioactive Materials,"[{'@_fa': 'true', '@code': '1305', '@abbrev': 'BIOC', '$': 'Biotechnology'}, {'@_fa': 'true', '@code': '2502', '@abbrev': 'MATE', '$': 'Biomaterials'}, {'@_fa': 'true', '@code': '2204', '@abbrev': 'ENGI', '$': 'Biomedical Engineering'}]",Unknown
2024,2024,Unknown,"Construction and validation of a novel SUMOylation-related lncRNAs signature for predicting the prognosis, tumor immune microenvironment, and therapeutic sensitivity of lung adenocarcinoma",China,Shanghai,Tongji University School of Medicine,Unknown,Unknown,Cai J.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tongji University School of Medicine', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",2025-03-01,Journal,Cai J.,Genes and Diseases,0,"Construction and validation of a novel SUMOylation-related lncRNAs signature for predicting the prognosis, tumor immune microenvironment, and therapeutic sensitivity of lung adenocarcinoma",Genes and Diseases,"[{'@_fa': 'true', '@code': '1307', '@abbrev': 'BIOC', '$': 'Cell Biology'}, {'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}, {'@_fa': 'true', '@code': '2716', '@abbrev': 'MEDI', '$': 'Genetics (clinical)'}, {'@_fa': 'true', '@code': '1303', '@abbrev': 'BIOC', '$': 'Biochemistry'}]",Unknown
2024,2024,Unknown,"Recombinant human FOXJ1 protein binds DNA, forms higher-order oligomers, has gel-shifting domains and contains intrinsically disordered regions",India,Mumbai,University of Mumbai,Unknown,Unknown,Arora S.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Mumbai', 'affiliation-city': 'Mumbai', 'affiliation-country': 'India'}]",2025-03-01,Journal,Arora S.,Protein Expression and Purification,0,"Recombinant human FOXJ1 protein binds DNA, forms higher-order oligomers, has gel-shifting domains and contains intrinsically disordered regions",Protein Expression and Purification,"[{'@_fa': 'true', '@code': '1305', '@abbrev': 'BIOC', '$': 'Biotechnology'}]",Unknown
2024,2024,Unknown,Investigation of the genome-wide signatures underlying the micropapillary carcinoma components in colorectal cancers,China,Tianjin,Nankai University School of Medicine,Unknown,Unknown,Meng Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Nankai University School of Medicine', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",2025-03-01,Journal,Meng Y.,Genes and Diseases,0,Investigation of the genome-wide signatures underlying the micropapillary carcinoma components in colorectal cancers,Genes and Diseases,"[{'@_fa': 'true', '@code': '1307', '@abbrev': 'BIOC', '$': 'Cell Biology'}, {'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}, {'@_fa': 'true', '@code': '2716', '@abbrev': 'MEDI', '$': 'Genetics (clinical)'}, {'@_fa': 'true', '@code': '1303', '@abbrev': 'BIOC', '$': 'Biochemistry'}]",Unknown
2024,2024,Unknown,Effluent properties and gas emissions from a conventional wintering area and an alternative stand-off pad providing outdoor exercise to dairy cows,Canada,Quebec,Université Laval,Unknown,Unknown,Álvarez-Chávez E.,Unknown,Canada,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Université Laval', 'affiliation-city': 'Quebec', 'affiliation-country': 'Canada'}]",2025-03-01,Journal,Álvarez-Chávez E.,"Agriculture, Ecosystems and Environment",0,Effluent properties and gas emissions from a conventional wintering area and an alternative stand-off pad providing outdoor exercise to dairy cows,"Agriculture, Ecosystems and Environment","[{'@_fa': 'true', '@code': '1102', '@abbrev': 'AGRI', '$': 'Agronomy and Crop Science'}, {'@_fa': 'true', '@code': '2303', '@abbrev': 'ENVI', '$': 'Ecology'}, {'@_fa': 'true', '@code': '1103', '@abbrev': 'AGRI', '$': 'Animal Science and Zoology'}]",Unknown
2024,2024,Unknown,Energy modelling challenges for the full decarbonisation of hard-to-abate sectors,Italy,Viterbo,Università degli Studi della Tuscia Viterbo,Unknown,Unknown,Groppi D.,Unknown,Italy,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Università degli Studi della Tuscia Viterbo', 'affiliation-city': 'Viterbo', 'affiliation-country': 'Italy'}]",2025-03-01,Journal,Groppi D.,Renewable and Sustainable Energy Reviews,0,Energy modelling challenges for the full decarbonisation of hard-to-abate sectors,Renewable and Sustainable Energy Reviews,"[{'@_fa': 'true', '@code': '2105', '@abbrev': 'ENER', '$': 'Renewable Energy, Sustainability and the Environment'}]",Unknown
2024,2024,Unknown,Identification of hypermethylated CpG sites mapped to LIFR as specific diagnostic biomarkers of colon cancer,China,Wuhan,Tongji Medical College of Huazhong University of Science and Technology,Unknown,Unknown,Chang R.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tongji Medical College of Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",2025-03-01,Journal,Chang R.,Genes and Diseases,0,Identification of hypermethylated CpG sites mapped to LIFR as specific diagnostic biomarkers of colon cancer,Genes and Diseases,"[{'@_fa': 'true', '@code': '1307', '@abbrev': 'BIOC', '$': 'Cell Biology'}, {'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}, {'@_fa': 'true', '@code': '2716', '@abbrev': 'MEDI', '$': 'Genetics (clinical)'}, {'@_fa': 'true', '@code': '1303', '@abbrev': 'BIOC', '$': 'Biochemistry'}]",Unknown
2024,2024,Unknown,"Tetrahedral DNA nanostructures, graphene and carbon nanodots-based electrochemiluminescent biosensor for BRCA1 gene mutation detection",Spain,Madrid,Universidad Autónoma de Madrid,Unknown,Unknown,García-Fernández D.,Unknown,Spain,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Universidad Autónoma de Madrid', 'affiliation-city': 'Madrid', 'affiliation-country': 'Spain'}]",2025-03-01,Journal,García-Fernández D.,Talanta,0,"Tetrahedral DNA nanostructures, graphene and carbon nanodots-based electrochemiluminescent biosensor for BRCA1 gene mutation detection",Talanta,"[{'@_fa': 'true', '@code': '1602', '@abbrev': 'CHEM', '$': 'Analytical Chemistry'}]",Unknown
2024,2024,Unknown,Enhancing Shelf Life and Bioavailability of Vitamin D Through Encapsulation: A Comprehensive Review,India,Srinagar,National Institute of Technology Srinagar,Unknown,Unknown,Majeed M.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology Srinagar', 'affiliation-city': 'Srinagar', 'affiliation-country': 'India'}]",2025-03-01,Journal,Majeed M.,Food Biophysics,0,Enhancing Shelf Life and Bioavailability of Vitamin D Through Encapsulation: A Comprehensive Review,Food Biophysics,"[{'@_fa': 'true', '@code': '1106', '@abbrev': 'AGRI', '$': 'Food Science'}, {'@_fa': 'true', '@code': '1304', '@abbrev': 'BIOC', '$': 'Biophysics'}, {'@_fa': 'true', '@code': '1602', '@abbrev': 'CHEM', '$': 'Analytical Chemistry'}, {'@_fa': 'true', '@code': '2402', '@abbrev': 'IMMU', '$': 'Applied Microbiology and Biotechnology'}, {'@_fa': 'true', '@code': '1502', '@abbrev': 'CENG', '$': 'Bioengineering'}]",Unknown
2024,2024,Unknown,Unsupervised attention-guided domain adaptation model for Acute Lymphocytic Leukemia (ALL) diagnosis,Turkey,Hakkari,Hakkari Üniversitesi,Unknown,Unknown,Baydilli Y.Y.,Unknown,Turkey,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Hakkari Üniversitesi', 'affiliation-city': 'Hakkari', 'affiliation-country': 'Turkey'}]",2025-03-01,Journal,Baydilli Y.Y.,Biomedical Signal Processing and Control,0,Unsupervised attention-guided domain adaptation model for Acute Lymphocytic Leukemia (ALL) diagnosis,Biomedical Signal Processing and Control,"[{'@_fa': 'true', '@code': '2204', '@abbrev': 'ENGI', '$': 'Biomedical Engineering'}, {'@_fa': 'true', '@code': '2718', '@abbrev': 'MEDI', '$': 'Health Informatics'}, {'@_fa': 'true', '@code': '1711', '@abbrev': 'COMP', '$': 'Signal Processing'}]",Unknown
2024,2024,Unknown,A novel nested gene Aff3ir participates in vascular remodeling by enhancing endothelial cell differentiation in mice,China,Tianjin,Nankai University,Unknown,Unknown,Zhao Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Nankai University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': ""King's College London"", 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Nankai University School of Medicine', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",2025-03-01,Journal,Zhao Y.,Genes and Diseases,0,A novel nested gene Aff3ir participates in vascular remodeling by enhancing endothelial cell differentiation in mice,Genes and Diseases,"[{'@_fa': 'true', '@code': '1307', '@abbrev': 'BIOC', '$': 'Cell Biology'}, {'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}, {'@_fa': 'true', '@code': '2716', '@abbrev': 'MEDI', '$': 'Genetics (clinical)'}, {'@_fa': 'true', '@code': '1303', '@abbrev': 'BIOC', '$': 'Biochemistry'}]",Unknown
2024,2024,Unknown,Strengths and weaknesses of elimination voltammetry with linear scan,Czech Republic,Brno,Masaryk University,Unknown,Unknown,Li X.,Unknown,Czech Republic,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Masaryk University', 'affiliation-city': 'Brno', 'affiliation-country': 'Czech Republic'}]",2025-03-01,Journal,Li X.,Talanta,0,Strengths and weaknesses of elimination voltammetry with linear scan,Talanta,"[{'@_fa': 'true', '@code': '1602', '@abbrev': 'CHEM', '$': 'Analytical Chemistry'}]",Unknown
2024,2024,Unknown,Recent advancements on coloading of multiple hydrophobic bioactive compounds with polysaccharide-based carriers and their food applications,China,Chongqing,State Administration for Market Regulation,Unknown,Unknown,Li H.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'State Administration for Market Regulation', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",2025-03-01,Journal,Li H.,Food Hydrocolloids,0,Recent advancements on coloading of multiple hydrophobic bioactive compounds with polysaccharide-based carriers and their food applications,Food Hydrocolloids,"[{'@_fa': 'true', '@code': '1106', '@abbrev': 'AGRI', '$': 'Food Science'}, {'@_fa': 'true', '@code': '1600', '@abbrev': 'CHEM', '$': 'Chemistry (all)'}, {'@_fa': 'true', '@code': '1500', '@abbrev': 'CENG', '$': 'Chemical Engineering (all)'}]",Unknown
2024,2024,Unknown,Kidney transcriptome analysis reveals the molecular responses to salinity adaptation in largemouth bass (Micropterus salmoides),China,Haikou,Hainan University,Unknown,Unknown,Zhang Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Hainan University', 'affiliation-city': 'Haikou', 'affiliation-country': 'China'}]",2025-03-01,Journal,Zhang Y.,Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,0,Kidney transcriptome analysis reveals the molecular responses to salinity adaptation in largemouth bass (Micropterus salmoides),Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,"[{'@_fa': 'true', '@code': '1314', '@abbrev': 'BIOC', '$': 'Physiology'}, {'@_fa': 'true', '@code': '1303', '@abbrev': 'BIOC', '$': 'Biochemistry'}, {'@_fa': 'true', '@code': '1103', '@abbrev': 'AGRI', '$': 'Animal Science and Zoology'}, {'@_fa': 'true', '@code': '1104', '@abbrev': 'AGRI', '$': 'Aquatic Science'}, {'@_fa': 'true', '@code': '1311', '@abbrev': 'BIOC', '$': 'Genetics'}, {'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}]",Unknown
2024,2024,Unknown,RBM15 promotes lipogenesis and malignancy in gastric cancer by regulating N6-Methyladenosine modification of ACLY mRNA in an IGF2BP2-dependent manner,China,Ningbo,Ningbo University,Unknown,Unknown,Cai X.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Ningbo University', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}]",2025-03-01,Journal,Cai X.,Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids,0,RBM15 promotes lipogenesis and malignancy in gastric cancer by regulating N6-Methyladenosine modification of ACLY mRNA in an IGF2BP2-dependent manner,Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids,"[{'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}, {'@_fa': 'true', '@code': '1307', '@abbrev': 'BIOC', '$': 'Cell Biology'}]",Unknown
2024,2024,Unknown,"Nanoplastics in heat-sensitive food packaging: A review of migration, detection, health, and environmental impacts",India,Coimbatore,Dr. G R Damodaran College of Science,Unknown,Unknown,Palanisamy S.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Dr. G R Damodaran College of Science', 'affiliation-city': 'Coimbatore', 'affiliation-country': 'India'}]",2025-03-01,Journal,Palanisamy S.,Food Control,0,"Nanoplastics in heat-sensitive food packaging: A review of migration, detection, health, and environmental impacts",Food Control,"[{'@_fa': 'true', '@code': '1305', '@abbrev': 'BIOC', '$': 'Biotechnology'}, {'@_fa': 'true', '@code': '1106', '@abbrev': 'AGRI', '$': 'Food Science'}]",Unknown
2024,2024,Unknown,Changes of the bacterial and fungal populations present in organic dark leafy green vegetable juices during refrigerated storage,United States,Davis,"University of California, Davis",Unknown,Unknown,Guo C.,Unknown,United States,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of California, Davis', 'affiliation-city': 'Davis', 'affiliation-country': 'United States'}]",2025-03-01,Journal,Guo C.,Food Control,0,Changes of the bacterial and fungal populations present in organic dark leafy green vegetable juices during refrigerated storage,Food Control,"[{'@_fa': 'true', '@code': '1305', '@abbrev': 'BIOC', '$': 'Biotechnology'}, {'@_fa': 'true', '@code': '1106', '@abbrev': 'AGRI', '$': 'Food Science'}]",Unknown
2024,2024,Unknown,Unveiling Leydig cell heterogeneity and its role in male infertility: A single-cell transcriptomic study of human testicular tissue,China,Yangzhou,Yangzhou University,Unknown,Unknown,Zhou L.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Yangzhou University', 'affiliation-city': 'Yangzhou', 'affiliation-country': 'China'}]",2025-03-01,Journal,Zhou L.,Reproductive Biology,0,Unveiling Leydig cell heterogeneity and its role in male infertility: A single-cell transcriptomic study of human testicular tissue,Reproductive Biology,"[{'@_fa': 'true', '@code': '1309', '@abbrev': 'BIOC', '$': 'Developmental Biology'}, {'@_fa': 'true', '@code': '1310', '@abbrev': 'BIOC', '$': 'Endocrinology'}, {'@_fa': 'true', '@code': '1103', '@abbrev': 'AGRI', '$': 'Animal Science and Zoology'}]",Unknown
2024,2024,Unknown,Germline pathogenic variants in RNF43 in patients with and without serrated polyposis syndrome,Denmark,Copenhagen,Copenhagen University Hospital,Unknown,Unknown,Brinch H.H.,Unknown,Denmark,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Copenhagen University Hospital', 'affiliation-city': 'Copenhagen', 'affiliation-country': 'Denmark'}]",2025-03-01,Journal,Brinch H.H.,Familial Cancer,0,Germline pathogenic variants in RNF43 in patients with and without serrated polyposis syndrome,Familial Cancer,"[{'@_fa': 'true', '@code': '2730', '@abbrev': 'MEDI', '$': 'Oncology'}, {'@_fa': 'true', '@code': '2716', '@abbrev': 'MEDI', '$': 'Genetics (clinical)'}, {'@_fa': 'true', '@code': '1306', '@abbrev': 'BIOC', '$': 'Cancer Research'}, {'@_fa': 'true', '@code': '1311', '@abbrev': 'BIOC', '$': 'Genetics'}]",Unknown
2024,2024,Unknown,Transdermal delivery of PeptiCRAd cancer vaccine using microneedle patches,Finland,Helsinki,Helsingin Yliopisto,Unknown,Unknown,D'Amico C.,Unknown,Finland,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Helsingin Yliopisto', 'affiliation-city': 'Helsinki', 'affiliation-country': 'Finland'}]",2025-03-01,Journal,D'Amico C.,Bioactive Materials,0,Transdermal delivery of PeptiCRAd cancer vaccine using microneedle patches,Bioactive Materials,"[{'@_fa': 'true', '@code': '1305', '@abbrev': 'BIOC', '$': 'Biotechnology'}, {'@_fa': 'true', '@code': '2502', '@abbrev': 'MATE', '$': 'Biomaterials'}, {'@_fa': 'true', '@code': '2204', '@abbrev': 'ENGI', '$': 'Biomedical Engineering'}]",Unknown
2024,2024,Unknown,De novo missense variants of UNC13A are implicated in epileptic encephalopathies and neurodevelopmental disorders,China,Shanghai,Children’s Hospital of Fudan University,Unknown,Unknown,Su K.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Children’s Hospital of Fudan University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",2025-03-01,Journal,Su K.,Genes and Diseases,0,De novo missense variants of UNC13A are implicated in epileptic encephalopathies and neurodevelopmental disorders,Genes and Diseases,"[{'@_fa': 'true', '@code': '1307', '@abbrev': 'BIOC', '$': 'Cell Biology'}, {'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}, {'@_fa': 'true', '@code': '2716', '@abbrev': 'MEDI', '$': 'Genetics (clinical)'}, {'@_fa': 'true', '@code': '1303', '@abbrev': 'BIOC', '$': 'Biochemistry'}]",Unknown
