,references_count,citations_count,title,author,doi
347,46.0,0.0,Metaproteomic Analysis of Gut Resistome in the Cecal Microbiota of Fattening Pigs Raised without Antibiotics,"[{'ce:given-name': 'Pamornya', 'preferred-name': {'ce:given-name': 'Pamornya', 'ce:initials': 'P.', 'ce:surname': 'Buthasane', 'ce:indexed-name': 'Buthasane P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Buthasane', '@auid': '58539769500', 'author-url': 'https://api.elsevier.com/content/author/author_id/58539769500', 'ce:indexed-name': 'Buthasane P.'}]",10.1128/spectrum.02223-23
348,73.0,2.0,"Blockade-of-Binding Activities toward Envelope-Associated, Type-Specific Epitopes as a Correlative Marker for Dengue Virus-Neutralizing Antibody","[{'ce:given-name': 'Poonsook', 'preferred-name': {'ce:given-name': 'Poonsook', 'ce:initials': 'P.', 'ce:surname': 'Keelapang', 'ce:indexed-name': 'Keelapang P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': [{'@id': '60032250', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60032250'}, {'@id': '60011947', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60011947'}], 'ce:surname': 'Keelapang', '@auid': '8762853200', 'author-url': 'https://api.elsevier.com/content/author/author_id/8762853200', 'ce:indexed-name': 'Keelapang P.'}]",10.1128/spectrum.00918-23
349,,,Search for Higgs Boson Decay to a Charm Quark-Antiquark Pair in Proton-Proton Collisions at sqrt[s]=13 TeV,"[{'preferred-name': {'ce:given-name': 'A.', 'ce:initials': 'A.', 'ce:surname': 'Tumasyan', 'ce:indexed-name': 'Tumasyan A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '60070862', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60070862'}, 'ce:surname': 'Tumasyan', '@auid': '35222495600', 'author-url': 'https://api.elsevier.com/content/author/author_id/35222495600', 'ce:indexed-name': 'Tumasyan A.'}]",10.1103/PhysRevLett.131.061801
350,27.0,9.0,Global impacts of COVID-19 on lifestyles and health and preparation preferences: An international survey of 30 countries,"[{'ce:given-name': 'Jiaying', 'preferred-name': {'ce:given-name': 'Jiaying', 'ce:initials': 'J.', 'ce:surname': 'Li', 'ce:indexed-name': 'Li J.'}, '@seq': '1', 'ce:initials': 'J.', '@_fa': 'true', 'affiliation': {'@id': '60103563', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60103563'}, 'ce:surname': 'Li', '@auid': '58475403900', 'author-url': 'https://api.elsevier.com/content/author/author_id/58475403900', 'ce:indexed-name': 'Li J.'}]",10.7189/jogh.13.06031
351,6.0,6.0,Azimuthal Correlations within Exclusive Dijets with Large Momentum Transfer in Photon-Lead Collisions,"[{'preferred-name': {'ce:given-name': 'A.', 'ce:initials': 'A.', 'ce:surname': 'Tumasyan', 'ce:indexed-name': 'Tumasyan A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '60070862', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60070862'}, 'ce:surname': 'Tumasyan', '@auid': '35222495600', 'author-url': 'https://api.elsevier.com/content/author/author_id/35222495600', 'ce:indexed-name': 'Tumasyan A.'}]",10.1103/PhysRevLett.131.051901
352,55.0,0.0,Binary Comprehensive Learning Particle Swarm Optimization Approach for Optimal Design of Nonlinear Steel Structures with Standard Sizes,"[{'ce:given-name': 'Rut', 'preferred-name': {'ce:given-name': 'Rut', 'ce:initials': 'R.', 'ce:surname': 'Su', 'ce:indexed-name': 'Su R.'}, '@seq': '1', 'ce:initials': 'R.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Su', '@auid': '58125167400', 'author-url': 'https://api.elsevier.com/content/author/author_id/58125167400', 'ce:indexed-name': 'Su R.'}]",10.3390/buildings13081988
353,69.0,2.0,Plant molecular farming-derived epidermal growth factor revolutionizes hydrogels for improving glandular epithelial organoid biofabrication,"[{'ce:given-name': 'Toan V.', 'preferred-name': {'ce:given-name': 'Toan V.', 'ce:initials': 'T.V.', 'ce:surname': 'Phan', 'ce:indexed-name': 'Phan T.V.'}, '@seq': '1', 'ce:initials': 'T.V.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Phan', '@auid': '58035427000', 'author-url': 'https://api.elsevier.com/content/author/author_id/58035427000', 'ce:indexed-name': 'Phan T.V.'}]",10.1016/j.slast.2023.03.002
354,,,Efficacy and safety of the novel capsid inhibitor lenacapavir to treat multidrug-resistant HIV: week 52 results of a phase 2/3 trial,"[{'ce:given-name': 'Onyema', 'preferred-name': {'ce:given-name': 'Onyema', 'ce:initials': 'O.', 'ce:surname': 'Ogbuagu', 'ce:indexed-name': 'Ogbuagu O.'}, '@seq': '1', 'ce:initials': 'O.', '@_fa': 'true', 'affiliation': {'@id': '60017994', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60017994'}, 'ce:surname': 'Ogbuagu', '@auid': '56112091500', 'author-url': 'https://api.elsevier.com/content/author/author_id/56112091500', 'ce:indexed-name': 'Ogbuagu O.'}]",10.1016/S2352-3018(23)00113-3
355,,,"Erratum to “Glucose-6-phosphate dehydrogenase is dispensable for human erythroid cell differentiation in vitro” [Exp Hematol 121 (2023): pp. 18-29.e2, (S0301472X23000309), (10.1016/j.exphem.2023.02.002)]","[{'ce:given-name': 'Kanyarat', 'preferred-name': {'ce:given-name': 'Kanyarat', 'ce:initials': 'K.', 'ce:surname': 'Boonpeng', 'ce:indexed-name': 'Boonpeng K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Boonpeng', '@auid': '57575048300', 'author-url': 'https://api.elsevier.com/content/author/author_id/57575048300', 'ce:indexed-name': 'Boonpeng K.'}]",10.1016/j.exphem.2023.05.006
356,,,Search for Nonresonant Pair Production of Highly Energetic Higgs Bosons Decaying to Bottom Quarks,"[{'preferred-name': {'ce:given-name': 'A.', 'ce:initials': 'A.', 'ce:surname': 'Tumasyan', 'ce:indexed-name': 'Tumasyan A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '60070862', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60070862'}, 'ce:surname': 'Tumasyan', '@auid': '35222495600', 'author-url': 'https://api.elsevier.com/content/author/author_id/35222495600', 'ce:indexed-name': 'Tumasyan A.'}]",10.1103/PhysRevLett.131.041803
357,70.0,9.0,Sericin coated thin polymeric films reduce keratinocyte proliferation via the mTOR pathway and epidermal inflammation through IL17 signaling in psoriasis rat model,"[{'ce:given-name': 'Pornanong', 'preferred-name': {'ce:given-name': 'Pornanong', 'ce:initials': 'P.', 'ce:surname': 'Aramwit', 'ce:indexed-name': 'Aramwit P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '113736755', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/113736755'}], 'ce:surname': 'Aramwit', '@auid': '7801583104', 'author-url': 'https://api.elsevier.com/content/author/author_id/7801583104', 'ce:indexed-name': 'Aramwit P.'}]",10.1038/s41598-023-39218-y
358,66.0,5.0,Geographic population structure of the honeybee microsporidian parasite Vairimorpha (Nosema) ceranae in the South West Indian Ocean,"[{'ce:given-name': 'Nicolas', 'preferred-name': {'ce:given-name': 'Nicolas', 'ce:initials': 'N.', 'ce:surname': 'Blot', 'ce:indexed-name': 'Blot N.'}, '@seq': '1', 'ce:initials': 'N.', '@_fa': 'true', 'affiliation': {'@id': '60138276', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60138276'}, 'ce:surname': 'Blot', '@auid': '7801564784', 'author-url': 'https://api.elsevier.com/content/author/author_id/7801564784', 'ce:indexed-name': 'Blot N.'}]",10.1038/s41598-023-38905-0
359,,,Probing Heavy Majorana Neutrinos and the Weinberg Operator through Vector Boson Fusion Processes in Proton-Proton Collisions at sqrt[s]=13 TeV,"[{'preferred-name': {'ce:given-name': 'A.', 'ce:initials': 'A.', 'ce:surname': 'Tumasyan', 'ce:indexed-name': 'Tumasyan A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '60070862', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60070862'}, 'ce:surname': 'Tumasyan', '@auid': '35222495600', 'author-url': 'https://api.elsevier.com/content/author/author_id/35222495600', 'ce:indexed-name': 'Tumasyan A.'}]",10.1103/PhysRevLett.131.011803
360,36.0,0.0,Risk factors of intraoperative blood transfusion in pediatric craniotomy for intracranial tumor resection: a 10-year analysis,"[{'ce:given-name': 'Sunisa', 'preferred-name': {'ce:given-name': 'Sunisa', 'ce:initials': 'S.', 'ce:surname': 'Sangtongjaraskul', 'ce:indexed-name': 'Sangtongjaraskul S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': [{'@id': '60002620', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002620'}, {'@id': '60022183', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60022183'}], 'ce:surname': 'Sangtongjaraskul', '@auid': '57189581755', 'author-url': 'https://api.elsevier.com/content/author/author_id/57189581755', 'ce:indexed-name': 'Sangtongjaraskul S.'}]",10.3171/2023.2.PEDS22535
361,52.0,0.0,PRB inhibited cell proliferation through let-7b-E2F1 in breast cancer,"[{'ce:given-name': 'Teeranut', 'preferred-name': {'ce:given-name': 'Teeranut', 'ce:initials': 'T.', 'ce:surname': 'Asavasupreechar', 'ce:indexed-name': 'Asavasupreechar T.'}, '@seq': '1', 'ce:initials': 'T.', '@_fa': 'true', 'affiliation': {'@id': '60180317', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60180317'}, 'ce:surname': 'Asavasupreechar', '@auid': '57208239102', 'author-url': 'https://api.elsevier.com/content/author/author_id/57208239102', 'ce:indexed-name': 'Asavasupreechar T.'}]",10.1530/ERC-22-0204
362,0.0,0.0,"Corrigendum to “Comparative genomics and proposal of Streptomyces radicis sp. nov., an endophytic actinomycete from roots of plants in Thailand” [Microbiol. Res. 254 (2022) 126889] (Microbiological Research (2022) 254, (S0944501321001956), (10.1016/j.micres.2021.126889))","[{'ce:given-name': 'Nattakorn', 'preferred-name': {'ce:given-name': 'Nattakorn', 'ce:initials': 'N.', 'ce:surname': 'Kuncharoen', 'ce:indexed-name': 'Kuncharoen N.'}, '@seq': '1', 'ce:initials': 'N.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60021944', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60021944'}], 'ce:surname': 'Kuncharoen', '@auid': '56509500900', 'author-url': 'https://api.elsevier.com/content/author/author_id/56509500900', 'ce:indexed-name': 'Kuncharoen N.'}]",10.1016/j.micres.2023.127394
363,,,"Corrigendum to “78P Updated overall survival (OS) from the phase III TOPAZ-1 study of durvalumab (D) or placebo (PBO) plus gemcitabine and cisplatin (+ GC) in patients (pts) with advanced biliary tract cancer (BTC)”: [Annals of Oncology 33 (2022) S1462-S1463, (S0923753422043058), (10.1016/j.annonc.2022.10.114)]","[{'preferred-name': {'ce:given-name': 'D.', 'ce:initials': 'D.', 'ce:surname': 'Oh', 'ce:indexed-name': 'Oh D.'}, '@seq': '1', 'ce:initials': 'D.', '@_fa': 'true', 'affiliation': {'@id': '60021119', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60021119'}, 'ce:surname': 'Oh', '@auid': '8836932000', 'author-url': 'https://api.elsevier.com/content/author/author_id/8836932000', 'ce:indexed-name': 'Oh D.'}]",10.1016/j.annonc.2023.02.001
364,0.0,0.0,"Corrigendum to “Ball mill-assisted synthesis of NiFeCo-NC as bifunctional oxygen electrocatalysts for rechargeable zinc-air batteries” [J. Alloy. Compd. 922 (2022) 166287] (Journal of Alloys and Compounds (2022) 922, (S0925838822026780), (10.1016/j.jallcom.2022.166287))","[{'ce:given-name': 'Mohammad', 'preferred-name': {'ce:given-name': 'Mohammad', 'ce:initials': 'M.', 'ce:surname': 'Etesami', 'ce:indexed-name': 'Etesami M.'}, '@seq': '1', 'ce:initials': 'M.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Etesami', '@auid': '51863454200', 'author-url': 'https://api.elsevier.com/content/author/author_id/51863454200', 'ce:indexed-name': 'Etesami M.'}]",10.1016/j.jallcom.2023.169472
365,96.0,8.0,Dissecting specific Wnt components governing osteogenic differentiation potential by human periodontal ligament stem cells through interleukin-6,"[{'ce:given-name': 'Medania', 'preferred-name': {'ce:given-name': 'Medania', 'ce:initials': 'M.', 'ce:surname': 'Purwaningrum', 'ce:indexed-name': 'Purwaningrum M.'}, '@seq': '1', 'ce:initials': 'M.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60069380', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60069380'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}], 'ce:surname': 'Purwaningrum', '@auid': '57201913934', 'author-url': 'https://api.elsevier.com/content/author/author_id/57201913934', 'ce:indexed-name': 'Purwaningrum M.'}]",10.1038/s41598-023-35569-8
366,146.0,9.0,Salivary gland regeneration: from salivary gland stem cells to three-dimensional bioprinting,"[{'ce:given-name': 'Toan V.', 'preferred-name': {'ce:given-name': 'Toan V.', 'ce:initials': 'T.V.', 'ce:surname': 'Phan', 'ce:indexed-name': 'Phan T.V.'}, '@seq': '1', 'ce:initials': 'T.V.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Phan', '@auid': '58035427000', 'author-url': 'https://api.elsevier.com/content/author/author_id/58035427000', 'ce:indexed-name': 'Phan T.V.'}]",10.1016/j.slast.2023.03.004
367,102.0,5.0,Structural and binding studies of a new chitin-active AA10 lytic polysaccharide monooxygenase from the marine bacterium Vibrio campbellii,"[{'ce:given-name': 'Yong', 'preferred-name': {'ce:given-name': 'Yong', 'ce:initials': 'Y.', 'ce:surname': 'Zhou', 'ce:indexed-name': 'Zhou Y.'}, '@seq': '1', 'ce:initials': 'Y.', '@_fa': 'true', 'affiliation': {'@id': '60110787', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60110787'}, 'ce:surname': 'Zhou', '@auid': '58297645500', 'author-url': 'https://api.elsevier.com/content/author/author_id/58297645500', 'ce:indexed-name': 'Zhou Y.'}]",10.1107/S2059798323003261
368,0.0,0.0,"Correction to: Discrimination of Curcuma species from Asia using intron length polymorphism markers in genes encoding diketide-CoA synthase and curcumin synthase (Journal of Natural Medicines, (2022), 76, 1, (69-86), 10.1007/s11418-021-01558-2)","[{'ce:given-name': 'Qundong', 'preferred-name': {'ce:given-name': 'Qundong', 'ce:initials': 'Q.', 'ce:surname': 'Liu', 'ce:indexed-name': 'Liu Q.'}, '@seq': '1', 'ce:initials': 'Q.', '@_fa': 'true', 'affiliation': {'@id': '60021895', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60021895'}, 'ce:surname': 'Liu', '@auid': '57222812589', 'author-url': 'https://api.elsevier.com/content/author/author_id/57222812589', 'ce:indexed-name': 'Liu Q.'}]",10.1007/s11418-023-01694-x
369,0.0,0.0,"Correction: Quality of the adaptation procedures and psychometric properties of the scale of oral health outcomes for 5‑year‑old children (SOHO‑5): a systematic review (Quality of Life Research, (2023), 32, 6, (1537-1547), 10.1007/s11136-022-03280-2)","[{'ce:given-name': 'Saw Nay', 'preferred-name': {'ce:given-name': 'Saw Nay', 'ce:initials': 'S.N.', 'ce:surname': 'Min', 'ce:indexed-name': 'Min S.N.'}, '@seq': '1', 'ce:initials': 'S.N.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Min', '@auid': '57939295000', 'author-url': 'https://api.elsevier.com/content/author/author_id/57939295000', 'ce:indexed-name': 'Min S.N.'}]",10.1007/s11136-022-03308-7
370,0.0,0.0,"The rhizosphere: Structure, ecology and significance","[{'ce:given-name': 'Somboon', 'preferred-name': {'ce:given-name': 'Somboon', 'ce:initials': 'S.', 'ce:surname': 'Tanasupawat', 'ce:indexed-name': 'Tanasupawat S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Tanasupawat', '@auid': '6701900430', 'author-url': 'https://api.elsevier.com/content/author/author_id/6701900430', 'ce:indexed-name': 'Tanasupawat S.'}]",10.52305/LGMX9480
371,0.0,0.0,Preface,"[{'ce:given-name': 'Somboon', 'preferred-name': {'ce:given-name': 'Somboon', 'ce:initials': 'S.', 'ce:surname': 'Tanasupawat', 'ce:indexed-name': 'Tanasupawat S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Tanasupawat', '@auid': '6701900430', 'author-url': 'https://api.elsevier.com/content/author/author_id/6701900430', 'ce:indexed-name': 'Tanasupawat S.'}]",
372,47.0,5.0,A candidate locus in the renalase gene and susceptibility to blood pressure responses to the dietary salt,"[{'ce:given-name': 'Mahyar', 'preferred-name': {'ce:given-name': 'Mahyar', 'ce:initials': 'M.', 'ce:surname': 'Heydarpour', 'ce:indexed-name': 'Heydarpour M.'}, '@seq': '1', 'ce:initials': 'M.', '@_fa': 'true', 'affiliation': {'@id': '60002746', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002746'}, 'ce:surname': 'Heydarpour', '@auid': '57192004916', 'author-url': 'https://api.elsevier.com/content/author/author_id/57192004916', 'ce:indexed-name': 'Heydarpour M.'}]",10.1097/HJH.0000000000003391
373,,,"Corrigendum to ‘Decision making for invasive and non-invasive optional procedures within an acute HIV research cohort in Bangkok,’ [Contemporary Clinical Trials Communication (2023)101054](S2451865422001715)(10.1016/j.conctc.2022.101054)","[{'ce:given-name': 'Sinéad', 'preferred-name': {'ce:given-name': 'Sinéad', 'ce:initials': 'S.', 'ce:surname': 'Isaacson', 'ce:indexed-name': 'Isaacson S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': [{'@id': '60025111', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60025111'}, {'@id': '60025111', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60025111'}], 'ce:surname': 'Isaacson', '@auid': '57207774459', 'author-url': 'https://api.elsevier.com/content/author/author_id/57207774459', 'ce:indexed-name': 'Isaacson S.'}]",10.1016/j.conctc.2023.101089
374,0.0,0.0,"Corrigendum to:Lusianthridin targeting of lung cancer stem cells via Src-STAT3 suppression: Volume and pages of the publication: (Volume 62, September 2019, 152932), (Phytomedicine (2019) 62, (S0944711319301011), (10.1016/j.phymed.2019.152932))","[{'ce:given-name': 'Narumol', 'preferred-name': {'ce:given-name': 'Narumol', 'ce:initials': 'N.', 'ce:surname': 'Bhummaphan', 'ce:indexed-name': 'Bhummaphan N.'}, '@seq': '1', 'ce:initials': 'N.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}], 'ce:surname': 'Bhummaphan', '@auid': '55427694400', 'author-url': 'https://api.elsevier.com/content/author/author_id/55427694400', 'ce:indexed-name': 'Bhummaphan N.'}]",10.1016/j.phymed.2023.154678
375,25.0,0.0,The attitudes and expectation of caregivers of febrile child receiving medical services: a multicenter survey in Thailand,"[{'ce:given-name': 'Chalie', 'preferred-name': {'ce:given-name': 'Chalie', 'ce:initials': 'C.', 'ce:surname': 'Chulapornsiri', 'ce:indexed-name': 'Chulapornsiri C.'}, '@seq': '1', 'ce:initials': 'C.', '@_fa': 'true', 'affiliation': {'@id': '60022183', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60022183'}, 'ce:surname': 'Chulapornsiri', '@auid': '58163250600', 'author-url': 'https://api.elsevier.com/content/author/author_id/58163250600', 'ce:indexed-name': 'Chulapornsiri C.'}]",10.1093/fampra/cmac080
376,3.0,2.0,Molnupiravir-associated nail and hair fluorescence on Wood's lamp examination,"[{'ce:given-name': 'Xiaoling', 'preferred-name': {'ce:given-name': 'Xiaoling', 'ce:initials': 'X.', 'ce:surname': 'Huang', 'ce:indexed-name': 'Huang X.'}, '@seq': '1', 'ce:initials': 'X.', '@_fa': 'true', 'affiliation': {'@id': '60029401', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60029401'}, 'ce:surname': 'Huang', '@auid': '57827985000', 'author-url': 'https://api.elsevier.com/content/author/author_id/57827985000', 'ce:indexed-name': 'Huang X.'}]",10.1093/ced/llac119
377,33.0,5.0,Different protective capability of chlorogenic acid and quercetin against indomethacin-induced gastrointestinal ulceration,"[{'ce:given-name': 'Cherdsak', 'preferred-name': {'ce:given-name': 'Cherdsak', 'ce:initials': 'C.', 'ce:surname': 'Boonyong', 'ce:indexed-name': 'Boonyong C.'}, '@seq': '1', 'ce:initials': 'C.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Boonyong', '@auid': '57193277344', 'author-url': 'https://api.elsevier.com/content/author/author_id/57193277344', 'ce:indexed-name': 'Boonyong C.'}]",10.1093/jpp/rgac098
378,0.0,1.0,Erratum: Tailoring the MOF structure via ligand optimization afforded a dandelion flower like CoS/Co-Nx/CoNi/NiS catalyst to enhance the ORR/OER in zinc-air batteries (Nanoscale (2022) 14 (17908-17920) DOI: 10.1039/D2NR04933C),"[{'ce:given-name': 'Mohan', 'preferred-name': {'ce:given-name': 'Mohan', 'ce:initials': 'M.', 'ce:surname': 'Gopalakrishnan', 'ce:indexed-name': 'Gopalakrishnan M.'}, '@seq': '1', 'ce:initials': 'M.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Gopalakrishnan', '@auid': '56181303300', 'author-url': 'https://api.elsevier.com/content/author/author_id/56181303300', 'ce:indexed-name': 'Gopalakrishnan M.'}]",10.1039/d3nr90045b
379,0.0,3.0,"Publisher Correction: Observation of triple J/ψ meson production in proton-proton collisions (Nature Physics, (2023), 19, 3, (338-350), 10.1038/s41567-022-01838-y)","[{'preferred-name': {'ce:given-name': 'A.', 'ce:initials': 'A.', 'ce:surname': 'Tumasyan', 'ce:indexed-name': 'Tumasyan A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '60070862', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60070862'}, 'ce:surname': 'Tumasyan', '@auid': '35222495600', 'author-url': 'https://api.elsevier.com/content/author/author_id/35222495600', 'ce:indexed-name': 'Tumasyan A.'}]",10.1038/s41567-023-01992-x
380,22.0,1.0,Sudden Cardiac Arrest in a Dental Patient Awaiting Examination,"[{'ce:given-name': 'Thunshuda', 'preferred-name': {'ce:given-name': 'Thunshuda', 'ce:initials': 'T.', 'ce:surname': 'Sumphaongern', 'ce:indexed-name': 'Sumphaongern T.'}, '@seq': '1', 'ce:initials': 'T.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Sumphaongern', '@auid': '57211395139', 'author-url': 'https://api.elsevier.com/content/author/author_id/57211395139', 'ce:indexed-name': 'Sumphaongern T.'}]",10.2344/anpr-69-04-05
381,43.0,1.0,Vowel sound production and its association with cephalometric characteristics in skeletal Class III subjects,"[{'ce:given-name': 'Natthaporn', 'preferred-name': {'ce:given-name': 'Natthaporn', 'ce:initials': 'N.', 'ce:surname': 'Pravitharangul', 'ce:indexed-name': 'Pravitharangul N.'}, '@seq': '1', 'ce:initials': 'N.', '@_fa': 'true', 'affiliation': [{'@id': '60172570', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60172570'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}], 'ce:surname': 'Pravitharangul', '@auid': '58098811100', 'author-url': 'https://api.elsevier.com/content/author/author_id/58098811100', 'ce:indexed-name': 'Pravitharangul N.'}]",10.1093/ejo/cjac031
382,53.0,115.0,"Erratum: Measurement of prompt and nonprompt charmonium suppression in PbPb collisions at 5.02 TeV (The European Physical Journal C, (2018), 78, 6, (509), 10.1140/epjc/s10052-018-5950-6)","[{'preferred-name': {'ce:given-name': 'A. M.', 'ce:initials': 'A.M.', 'ce:surname': 'Sirunyan', 'ce:indexed-name': 'Sirunyan A.M.'}, '@seq': '1', 'ce:initials': 'A.M.', '@_fa': 'true', 'affiliation': {'@id': '60070862', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60070862'}, 'ce:surname': 'Sirunyan', '@auid': '58341810500', 'author-url': 'https://api.elsevier.com/content/author/author_id/58341810500', 'ce:indexed-name': 'Sirunyan A.M.'}]",10.1140/epjc/s10052-023-11272-w
383,0.0,0.0,"Correction: Calcium-doped cesium iodide scintillator for gamma-ray spectroscopy (Journal of Materials Science: Materials in Electronics, (2023), 34, 2, (96), 10.1007/s10854-022-09532-8)","[{'ce:given-name': 'Prawit', 'preferred-name': {'ce:given-name': 'Prawit', 'ce:initials': 'P.', 'ce:surname': 'Buaban', 'ce:indexed-name': 'Buaban P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Buaban', '@auid': '58065338700', 'author-url': 'https://api.elsevier.com/content/author/author_id/58065338700', 'ce:indexed-name': 'Buaban P.'}]",10.1007/s10854-023-09908-4
384,,,Correction: Developmental outcomes after rehabilitation in pediatric patients with global developmental delay: A retrospective case-control study (Journal of the Medical Association of Thailand (2022) 105 (998-1006) DOI: 10.35755/jmedassocthai.2022.10.13683),"[{'ce:given-name': 'Sopatip', 'preferred-name': {'ce:given-name': 'Sopatip', 'ce:initials': 'S.', 'ce:surname': 'Rerkmoung', 'ce:indexed-name': 'Rerkmoung S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': [{'@id': '123341899', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/123341899'}, {'@id': '60002620', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002620'}], 'ce:degrees': 'MD', 'ce:surname': 'Rerkmoung', '@auid': '57211386147', 'author-url': 'https://api.elsevier.com/content/author/author_id/57211386147', 'ce:indexed-name': 'Rerkmoung S.'}]",10.35755/jmedassocthai.2023.02.13792
